1992
1	11	1	6.002419e-06	3.096833e-02	2.447485e-05
2	101	1	6.055106e-06	2.443901e-02	2.848439e-05
3	-1	1	7.703045e-06	1.560486e-02	4.430064e-05
4	12	2	5.634861e-06	3.180281e-02	2.727009e-05
5	102	2	2.212992e-06	3.529711e-02	2.867200e-05
6	13	3	4.891268e-06	3.797609e-02	3.076437e-05
7	103	3	7.219744e-06	3.489155e-02	4.007682e-05
8	5	4	4.725528e-06	4.207358e-02	2.473585e-05
9	14	4	5.178847e-06	2.592800e-02	2.768346e-05
10	104	4	3.176539e-06	4.289073e-02	3.263506e-05
11	6	5	5.740719e-06	6.250000e-02	3.683667e-05
12	15	5	7.150154e-06	4.448021e-02	2.899337e-05
13	106	6	4.429472e-06	1.874043e-02	3.641783e-05
14	8	7	6.166447e-06	4.760357e-02	3.643069e-05
15	107	7	7.367948e-06	3.724425e-02	3.433622e-05
16	18	8	6.129382e-06	4.126088e-02	2.972499e-05
17	108	8	5.483991e-06	6.250000e-02	2.895330e-05
18	109	9	2.759544e-06	3.014186e-02	2.671026e-05
19	0	10	4.096641e-06	3.520824e-02	2.740285e-05
20	20	10	7.455425e-06	2.146930e-02	3.240269e-05
21	110	10	4.535220e-06	4.335502e-02	2.550625e-05
22	12	11	3.506553e-06	6.250000e-02	3.146924e-05
23	21	11	7.275773e-06	3.569636e-02	3.170911e-05
24	-1	11	8.834596e-06	2.538346e-02	3.179029e-05
25	13	12	6.337732e-06	3.664143e-02	2.508005e-05
26	22	12	8.176451e-06	1.778665e-02	4.254823e-05
27	14	13	6.051185e-06	3.363595e-02	3.736685e-05
28	23	13	6.439459e-06	3.690588e-02	4.331423e-05
29	113	13	6.716466e-06	3.627763e-02	2.981984e-05
30	24	14	5.178231e-06	7.957747e-02	2.330788e-05
31	115	15	5.390232e-06	1.990679e-02	3.434983e-05
32	26	16	6.513556e-06	7.957747e-02	3.105256e-05
33	116	16	5.769632e-06	6.250000e-02	3.492470e-05
34	18	17	5.597684e-06	2.649109e-02	3.565967e-05
35	27	17	5.134206e-06	6.250000e-02	3.445084e-05
36	117	17	5.242142e-06	7.957747e-02	4.291256e-05
37	20	19	5.650226e-06	6.250000e-02	3.458893e-05
38	119	19	5.819049e-06	2.293503e-02	3.591388e-05
39	0	20	3.650507e-06	3.230878e-02	3.695998e-05
40	22	21	6.120215e-06	1.469500e-02	3.609707e-05
41	121	21	5.695082e-06	1.812879e-02	4.147727e-05
42	-1	21	4.682496e-06	4.196848e-02	4.412272e-05
43	32	22	7.242816e-06	2.587566e-02	2.805763e-05
44	122	22	3.805181e-06	2.376010e-02	3.041531e-05
45	24	23	5.610110e-06	4.386102e-02	3.113075e-05
46	33	23	4.251062e-06	7.957747e-02	2.964623e-05
47	25	24	6.433777e-06	4.231212e-02	2.771601e-05
48	34	24	1.437437e-06	4.791552e-02	3.203908e-05
49	26	25	7.066825e-06	7.957747e-02	3.650633e-05
50	35	25	5.642130e-06	1.828244e-02	3.253732e-05
51	125	25	5.690346e-06	2.484918e-02	3.308665e-05
52	27	26	7.791151e-06	4.661632e-02	3.907871e-05
53	36	26	4.679677e-06	6.250000e-02	3.170514e-05
54	28	27	5.585544e-06	3.835103e-02	3.384694e-05
55	37	27	2.331449e-06	1.645937e-02	2.885503e-05
56	127	27	5.769382e-06	3.761221e-02	3.291663e-05
57	29	28	7.185215e-06	4.218057e-02	4.026336e-05
58	38	28	3.844116e-06	1.298943e-02	3.595740e-05
59	128	28	7.638395e-06	2.207491e-02	2.930053e-05
60	30	29	7.049427e-06	2.148652e-02	2.598007e-05
61	129	29	6.201468e-06	2.073186e-02	3.848629e-05
62	0	30	4.224418e-06	1.910907e-02	3.516700e-05
63	40	30	5.453171e-06	6.250000e-02	3.881329e-05
64	130	30	3.960582e-06	3.206368e-02	3.388433e-05
65	32	31	2.459559e-06	3.747183e-02	3.160885e-05
66	41	31	5.642455e-06	2.123686e-02	4.161252e-05
67	131	31	7.752363e-06	1.828633e-02	2.874706e-05
68	-1	31	6.608144e-06	2.057720e-02	3.767665e-05
69	33	32	4.615568e-06	2.625483e-02	3.331069e-05
70	42	32	4.188185e-06	2.950286e-02	2.959075e-05
71	132	32	4.779515e-06	1.225634e-02	3.081574e-05
72	34	33	7.349537e-06	4.680216e-02	3.889878e-05
73	35	34	3.377089e-06	2.954526e-02	2.594643e-05
74	44	34	6.301772e-06	3.568880e-02	3.400247e-05
75	36	35	5.802632e-06	6.250000e-02	3.313999e-05
76	45	35	5.244272e-06	1.092599e-02	3.350282e-05
77	37	36	6.292566e-06	3.122155e-02	2.747597e-05
78	46	36	7.111614e-06	4.551681e-02	3.759019e-05
79	38	37	4.206305e-06	2.228313e-02	2.416386e-05
80	47	37	3.050901e-06	1.504560e-02	3.068625e-05
81	137	37	3.460004e-06	6.250000e-02	3.891424e-05
82	39	38	2.684916e-06	4.571168e-02	3.359798e-05
83	48	38	4.175384e-06	3.647227e-02	3.824596e-05
84	138	38	6.548101e-06	3.392910e-02	2.848153e-05
85	40	39	4.357044e-06	3.871009e-02	3.100139e-05
86	49	39	3.062191e-06	1.366742e-02	2.783311e-05
87	139	39	4.567343e-06	2.832447e-02	2.800274e-05
88	0	40	4.396042e-06	4.359241e-02	4.252297e-05
89	50	40	7.404128e-06	3.890519e-02	2.990971e-05
90	140	40	3.601981e-06	3.230778e-02	3.274946e-05
91	51	41	6.882422e-06	3.747498e-02	4.081103e-05
92	141	41	5.347245e-06	3.745547e-02	3.863789e-05
93	-1	41	4.279970e-06	2.255812e-02	3.815762e-05
94	53	43	5.480585e-06	7.957747e-02	3.268214e-05
95	143	43	6.602941e-06	4.099414e-02	3.075465e-05
96	144	44	6.072467e-06	1.752458e-02	2.369617e-05
97	46	45	7.952951e-06	7.957747e-02	3.359110e-05
98	55	45	7.206695e-06	4.125300e-02	3.803790e-05
99	145	45	9.052607e-06	6.250000e-02	3.154768e-05
100	48	47	6.862126e-06	3.231014e-02	3.832599e-05
101	147	47	7.038484e-06	3.644128e-02	3.321446e-05
102	49	48	4.829850e-06	2.506919e-02	3.528010e-05
103	58	48	4.656228e-06	4.668506e-02	2.860268e-05
104	148	48	8.470479e-06	3.120110e-02	2.766336e-05
105	50	49	7.138652e-06	2.665735e-02	3.196825e-05
106	59	49	8.058374e-06	1.305538e-02	3.152727e-05
107	149	49	5.510134e-06	4.435994e-02	4.108187e-05
108	0	50	3.439723e-06	3.004770e-02	3.275018e-05
109	60	50	6.110019e-06	1.623799e-02	3.290852e-05
110	52	51	3.745491e-06	6.250000e-02	3.545345e-05
111	61	51	3.820628e-06	4.097078e-02	2.742197e-05
112	151	51	7.229719e-06	2.920156e-02	3.002271e-05
113	-1	51	5.480959e-06	6.250000e-02	3.407123e-05
114	62	52	3.669394e-06	1.233375e-02	3.425828e-05
