1	11	1	9.874104e-06	1.282923e-05	1.771511e-06	5.152506e-16	5.725007e-17
2	101	1	1.278045e-05	1.282923e-05	2.874709e-06	1.078186e-15	1.197985e-16
3	-1	1	1.502774e-05	1.282923e-05	1.644366e-05	0	0
4	12	2	1.124853e-05	9.821270e-06	6.200287e-06	1.547579e-15	1.719532e-16
5	102	2	1.181394e-05	9.821270e-06	7.036788e-06	2.440816e-16	2.712017e-17
6	13	3	1.198322e-05	1.586934e-05	2.911806e-06	4.586012e-16	5.095569e-17
7	103	3	9.245455e-06	1.586934e-05	1.496203e-05	5.587966e-15	6.208851e-16
8	5	4	9.310366e-06	1.065206e-05	4.773417e-06	6.333746e-16	7.037495e-17
9	14	4	7.510568e-06	1.065206e-05	9.520826e-06	2.462135e-15	2.735705e-16
10	104	4	1.305090e-05	1.065206e-05	8.932099e-06	5.253375e-16	5.837083e-17
11	6	5	1.354982e-05	9.310366e-06	1.397648e-05	1.842427e-15	2.047142e-16
12	15	5	1.344201e-05	9.310366e-06	6.241000e-06	1.793322e-15	1.992580e-16
13	106	6	1.188784e-05	1.354982e-05	1.098017e-05	2.873912e-15	3.193235e-16
14	8	7	1.264481e-05	1.443360e-05	9.352282e-06	1.867618e-15	2.075131e-16
15	107	7	1.066730e-05	1.443360e-05	9.235319e-06	3.365315e-15	3.739239e-16
16	18	8	1.301337e-05	1.264481e-05	4.066800e-06	9.257371e-16	1.028597e-16
17	108	8	8.575309e-06	1.264481e-05	7.733174e-06	9.302748e-16	1.033639e-16
18	109	9	9.848480e-06	9.118437e-06	7.743343e-06	4.890723e-16	5.434137e-17
19	0	10	1.466041e-05	8.212916e-06	4.529525e-06	0	0
20	20	10	1.182331e-05	8.212916e-06	1.236647e-05	8.004103e-15	8.893448e-16
21	110	10	1.184878e-05	8.212916e-06	5.444560e-06	6.457437e-16	7.174930e-17
22	12	11	1.124853e-05	9.874104e-06	1.034660e-05	5.088838e-16	5.654265e-17
23	21	11	1.332317e-05	9.874104e-06	8.511840e-06	3.155715e-15	3.506350e-16
24	-1	11	1.502774e-05	9.874104e-06	6.888448e-06	0	0
25	13	12	1.198322e-05	1.124853e-05	1.848302e-06	5.065337e-16	5.628152e-17
26	22	12	1.262630e-05	1.124853e-05	1.867340e-05	1.754684e-14	1.949649e-15
27	14	13	7.510568e-06	1.198322e-05	1.787306e-05	4.864253e-15	5.404725e-16
28	23	13	1.441954e-05	1.198322e-05	1.691147e-05	4.750340e-15	5.278155e-16
29	113	13	8.193291e-06	1.198322e-05	9.643326e-06	2.997849e-15	3.330943e-16
30	24	14	6.433777e-06	7.510568e-06	9.363532e-06	7.887737e-16	8.764152e-17
31	115	15	1.100848e-05	1.344201e-05	9.899347e-06	3.612105e-15	4.013451e-16
32	26	16	1.287788e-05	1.048152e-05	7.693162e-06	1.025395e-15	1.139327e-16
33	116	16	1.390643e-05	1.048152e-05	1.053675e-05	1.403017e-15	1.558908e-16
34	18	17	1.301337e-05	1.270170e-05	9.944594e-06	2.940655e-15	3.267394e-16
35	27	17	1.540837e-05	1.270170e-05	6.340769e-06	6.685725e-16	7.428584e-17
36	117	17	1.672103e-05	1.270170e-05	1.348983e-05	1.164592e-15	1.293991e-16
37	20	19	1.182331e-05	1.264089e-05	1.012473e-05	1.292930e-15	1.436589e-16
38	119	19	1.298953e-05	1.264089e-05	1.028346e-05	3.795629e-15	4.217366e-16
39	0	20	1.466041e-05	1.182331e-05	1.047626e-05	0	0
40	22	21	1.262630e-05	1.332317e-05	1.014760e-05	6.466469e-15	7.184965e-16
41	121	21	1.733642e-05	1.332317e-05	1.081768e-05	4.838439e-15	5.376043e-16
42	-1	21	1.502774e-05	1.332317e-05	1.577181e-05	0	0
43	32	22	8.984986e-06	1.262630e-05	6.446350e-06	3.267211e-15	3.630235e-16
44	122	22	1.198044e-05	1.262630e-05	5.808577e-06	8.849368e-16	9.832631e-17
45	24	23	6.433777e-06	1.441954e-05	1.027743e-05	1.843693e-15	2.048547e-16
46	33	23	9.062663e-06	1.441954e-05	6.164027e-06	3.499526e-16	3.888362e-17
47	25	24	1.171641e-05	6.433777e-06	9.565822e-06	2.339535e-15	2.599483e-16
48	34	24	1.365890e-05	6.433777e-06	1.194640e-05	1.287890e-16	1.430989e-17
49	26	25	1.287788e-05	1.171641e-05	1.191205e-05	1.868895e-15	2.076550e-16
50	35	25	1.037759e-05	1.171641e-05	1.044333e-05	4.546018e-15	5.051131e-16
51	125	25	1.269819e-05	1.171641e-05	8.672057e-06	2.825059e-15	3.138954e-16
52	27	26	1.540837e-05	1.287788e-05	1.079246e-05	3.513385e-15	3.903761e-16
53	36	26	1.403154e-05	1.287788e-05	4.795720e-06	4.200931e-16	4.667701e-17
54	28	27	1.172489e-05	1.540837e-05	6.713671e-06	1.365382e-15	1.517091e-16
55	37	27	9.393351e-06	1.540837e-05	4.053301e-06	3.346474e-16	3.718305e-17
56	127	27	9.195434e-06	1.540837e-05	8.312822e-06	1.839155e-15	2.043506e-16
57	29	28	1.382763e-05	1.172489e-05	1.471084e-05	4.501367e-15	5.001519e-16
58	38	28	9.140581e-06	1.172489e-05	1.509193e-05	4.292274e-15	4.769194e-16
59	128	28	9.317787e-06	1.172489e-05	8.257848e-06	5.456475e-15	6.062750e-16
60	30	29	9.103781e-06	1.382763e-05	3.048661e-06	1.762749e-15	1.958611e-16
61	129	29	1.152443e-05	1.382763e-05	1.313423e-05	6.091098e-15	6.767886e-16
62	0	30	1.466041e-05	9.103781e-06	1.140281e-05	0	0
63	40	30	1.202604e-05	9.103781e-06	1.768347e-05	2.103419e-15	2.337132e-16
64	130	30	7.868588e-06	9.103781e-06	1.691196e-05	2.068419e-15	2.298244e-16
65	32	31	8.984986e-06	1.348302e-05	9.140840e-06	3.689229e-16	4.099143e-17
66	41	31	1.633981e-05	1.348302e-05	1.178969e-05	4.418635e-15	4.909594e-16
67	131	31	1.178367e-05	1.348302e-05	3.480361e-06	2.859605e-15	3.177338e-16
68	-1	31	1.502774e-05	1.348302e-05	9.165883e-06	0	0
69	33	32	9.062663e-06	8.984986e-06	1.526304e-05	3.096152e-15	3.440169e-16
