1	7.735015e-14	1.282923e-05	1.364931e-02	8.594461e-15
2	1.845232e-14	9.821270e-06	2.566977e-02	2.050258e-15
3	1.872438e-13	1.586934e-05	1.067184e-02	2.080487e-14
4	1.570953e-14	1.065206e-05	3.846874e-02	1.745503e-15
5	1.070109e-14	9.310366e-06	3.770876e-02	1.189010e-15
6	4.824203e-14	1.354982e-05	2.578367e-02	5.360226e-15
7	8.969373e-14	1.443360e-05	1.676223e-02	9.965970e-15
8	1.617437e-14	1.264481e-05	6.250000e-02	1.797152e-15
9	9.478674e-15	9.118437e-06	3.999296e-02	1.053186e-15
10	6.143593e-15	8.212916e-06	4.508579e-02	6.826214e-16
11	1.085832e-14	9.874104e-06	4.433026e-02	1.206480e-15
12	1.802242e-14	1.124853e-05	3.948614e-02	2.002491e-15
13	2.673011e-14	1.198322e-05	3.218769e-02	2.970012e-15
14	1.270299e-14	7.510568e-06	1.667563e-02	1.411444e-15
15	3.412760e-14	1.344201e-05	3.558414e-02	3.791956e-15
16	1.891858e-14	1.048152e-05	3.043368e-02	2.102064e-15
17	2.247780e-14	1.270170e-05	4.558289e-02	2.497533e-15
18	4.224650e-14	1.301337e-05	2.608247e-02	4.694055e-15
19	6.373402e-14	1.264089e-05	1.584646e-02	7.081558e-15
20	1.761403e-14	1.182331e-05	4.691680e-02	1.957114e-15
21	1.891963e-14	1.332317e-05	6.250000e-02	2.102182e-15
22	3.289564e-14	1.262630e-05	3.059565e-02	3.655071e-15
23	5.589948e-14	1.441954e-05	2.681740e-02	6.211054e-15
24	4.537720e-15	6.433777e-06	2.934475e-02	5.041911e-16
25	1.010562e-14	1.171641e-05	7.957747e-02	1.122847e-15
26	3.520228e-14	1.287788e-05	3.033418e-02	3.911364e-15
27	5.948165e-14	1.540837e-05	3.075087e-02	6.609072e-15
28	2.863848e-14	1.172489e-05	2.814147e-02	3.182054e-15
29	1.661205e-14	1.382763e-05	7.957747e-02	1.845784e-15
30	1.872834e-14	9.103781e-06	2.014356e-02	2.080927e-15
31	3.458537e-14	1.348302e-05	3.543557e-02	3.842819e-15
32	4.557556e-15	8.984986e-06	7.957747e-02	5.063951e-16
33	5.954666e-15	9.062663e-06	6.250000e-02	6.616296e-16
34	2.944825e-14	1.365890e-05	4.326710e-02	3.272027e-15
35	1.588462e-14	1.037759e-05	3.517890e-02	1.764957e-15
36	2.210070e-14	1.403154e-05	6.250000e-02	2.455633e-15
37	1.096284e-14	9.393351e-06	3.780147e-02	1.218093e-15
38	1.433638e-14	9.140581e-06	2.663495e-02	1.592931e-15
39	5.829993e-15	7.077117e-06	3.039983e-02	6.477770e-16
40	4.920441e-14	1.202604e-05	1.767395e-02	5.467157e-15
41	8.713413e-14	1.633981e-05	2.503356e-02	9.681570e-15
42	6.328809e-14	1.507467e-05	2.706395e-02	7.032010e-15
43	5.315345e-14	1.279036e-05	1.968281e-02	5.905939e-15
44	8.653928e-15	1.112614e-05	7.957747e-02	9.615476e-16
45	4.120189e-14	1.287910e-05	2.592443e-02	4.577988e-15
46	5.690200e-14	1.322947e-05	2.034556e-02	6.322444e-15
47	2.291955e-14	9.432398e-06	1.830755e-02	2.546617e-15
48	1.246011e-14	1.159162e-05	6.250000e-02	1.384457e-15
49	2.845412e-14	1.090251e-05	2.277215e-02	3.161568e-15
50	2.337284e-14	1.267955e-05	4.360839e-02	2.596982e-15
51	2.058060e-14	9.943628e-06	2.388618e-02	2.286733e-15
52	1.440151e-14	1.103435e-05	4.664468e-02	1.600168e-15
53	2.437168e-14	1.154479e-05	3.156767e-02	2.707964e-15
54	1.233587e-14	1.005143e-05	4.116076e-02	1.370652e-15
55	6.579490e-14	1.641277e-05	3.359878e-02	7.310544e-15
56	2.914610e-14	9.200935e-06	1.336243e-02	3.238456e-15
57	1.476597e-14	9.871311e-06	3.257111e-02	1.640664e-15
58	4.052527e-15	8.640032e-06	7.957747e-02	4.502808e-16
59	2.189814e-14	9.747279e-06	2.114526e-02	2.433126e-15
60	7.619706e-15	8.475221e-06	3.994707e-02	8.466340e-16
61	2.571014e-14	1.278873e-05	4.067690e-02	2.856682e-15
62	3.271379e-14	1.111240e-05	2.097311e-02	3.634866e-15
63	6.785201e-15	8.358255e-06	4.302829e-02	7.539113e-16
64	8.280141e-14	1.571638e-05	2.344174e-02	9.200157e-15
65	3.540370e-14	1.278427e-05	2.950864e-02	3.933745e-15
66	6.004462e-14	1.259683e-05	1.664483e-02	6.671624e-15
67	2.226795e-14	1.217720e-05	4.054452e-02	2.474217e-15
68	3.091083e-14	9.972384e-06	1.604192e-02	3.434536e-15
69	2.110827e-14	1.100350e-05	3.155803e-02	2.345364e-15
70	2.131645e-14	1.386357e-05	6.250000e-02	2.368495e-15
71	3.728101e-15	7.752931e-06	6.250000e-02	4.142334e-16
72	1.484744e-14	8.885597e-06	2.362536e-02	1.649715e-15
73	3.628511e-14	1.222247e-05	2.516047e-02	4.031679e-15
74	6.224348e-15	9.968688e-06	7.957747e-02	6.915942e-16
75	5.270461e-14	1.463649e-05	2.974623e-02	5.856067e-15
76	1.356996e-14	9.870977e-06	3.543823e-02	1.507773e-15
77	2.771529e-14	1.089825e-05	2.335185e-02	3.079476e-15
78	3.852898e-14	1.200965e-05	2.247883e-02	4.280998e-15
79	1.377069e-14	9.813431e-06	3.431444e-02	1.530076e-15
80	3.280092e-14	1.102985e-05	2.045471e-02	3.644546e-15
81	7.630154e-15	9.843460e-06	6.250000e-02	8.477949e-16
82	2.599769e-14	1.236088e-05	3.632313e-02	2.888632e-15
83	4.364802e-14	1.274096e-05	2.369253e-02	4.849780e-15
84	8.927315e-15	8.928552e-06	3.986505e-02	9.919239e-16
85	2.176988e-14	1.245514e-05	4.437716e-02	2.418876e-15
86	8.426283e-15	8.170262e-06	3.236248e-02	9.362537e-16
87	6.690079e-14	1.714028e-05	3.763503e-02	7.433421e-15
88	5.151834e-14	1.550100e-05	3.614826e-02	5.724260e-15
89	6.574149e-14	1.651138e-05	3.423582e-02	7.304610e-15
90	9.389042e-15	9.582390e-06	4.685654e-02	1.043227e-15
91	1.030417e-14	8.422204e-06	2.898906e-02	1.144908e-15
92	4.347993e-15	8.160804e-06	6.250000e-02	4.831103e-16
93	1.254808e-14	9.505920e-06	3.422750e-02	1.394231e-15
94	4.172164e-14	1.420262e-05	3.433321e-02	4.635737e-15
95	1.322214e-14	1.033955e-05	4.179976e-02	1.469127e-15
96	1.911912e-14	1.121630e-05	3.690205e-02	2.124346e-15
97	3.948047e-14	1.492608e-05	4.211386e-02	4.386719e-15
98	1.558598e-14	8.571175e-06	2.020027e-02	1.731775e-15
